term_localName,label_en,label_cs,label_de,label_es,label_fr,label_ko,label_nl,label_ru,label_zh-Hans,label_zh-Hant,rdfs_comment_en,rdfs_comment_cs,rdfs_comment_de,rdfs_comment_es,rdfs_comment_fr,rdfs_comment_ko,rdfs_comment_nl,rdfs_comment_ru,rdfs_comment_zh-Hans,rdfs_comment_zh-Hant,dcterms_description_en,dcterms_description_cs,dcterms_description_de,dcterms_description_es,dcterms_description_fr,dcterms_description_ko,dcterms_description_nl,dcterms_description_ru,dcterms_description_zh-Hans,dcterms_description_zh-Hant,examples_en,examples_cs,examples_de,examples_es,examples_fr,examples_ko,examples_nl,examples_ru,examples_zh-Hans,examples_zh-Hant
verbatimElevation,Verbatim Elevation,Přesná výška,,,Verbatim de l'altitude,,,,,字面上海拔,"The original description of the elevation (altitude, usually above sea level) of the Location.",Původní popis nadmořské výšky (obvykle nad mořem) lokality.,,,"La description originale de l'élévation (altitude, généralement au-dessus du niveau de la mer) du lieu.",,,,,,,,,,,,,,,,,,,,,,,,,
verbatimEventDate,Verbatim EventDate,Přesné datum události,,,Verbatim de la date de l'événement,,,,,字面上調查日期,The verbatim original representation of the date and time information for a dwc:Event.,Doslovná původní reprezentace informací o datu a čase pro dwc:Event.,,,La représentation originale tel quel des informations de date et d'heure pour un dwc:Event.,,,,,,,,,,,,,,,,,,,,,,,,,
verbatimIdentification,Verbatim Identification,Přesná identifikace,,,Verbatim de l'identification,,,,,字面上鑑定,A string representing the taxonomic identification as it appeared in the original record.,"Řetězec představující taxonomickou identifikaci, jak je uvedena v původním záznamu.",,,Une chaîne de caractères représentant l'identification taxonomique telle qu'elle apparaît dans l'enregistrement original.,,,,,,"This term is meant to allow the capture of an unaltered original identification/determination, including identification qualifiers, hybrid formulas, uncertainties, etc. This term is meant to be used in addition to dwc:scientificName (and dwc:identificationQualifier etc.), not instead of it.","Tento termín má umožnit zachycení nezměněné původní identifikace/určení, včetně identifikačních kvalifikátorů, hybridních vzorců, nejistot atd. Tento termín je určen k použití jako doplněk k dwc:scientificName (a dwc:identificationQualifier atd.), nikoli místo něj.",,"Este elemento permite documentar la identificación o determinación original inalterada, incluidos los calificadores de identificación, fórmulas híbridas, incertidumbres, etc. Este término está pensado para utilizarse como complemento de dwc:scientificName (y dwc:identificationQualifier etc.) no en sustitución de estos.","Ce terme est destiné à permettre la saisie d'une identification/détermination originale non modifiée, y compris les qualificatifs d'identification, les formules hybrides, les incertitudes, etc. Ce terme doit être utilisé en complément de dwc:scientificName (et de dwc:identificationQualifier, etc.), et non en remplacement de ce dernier.",,,,,,,,,,,,,,,
verbatimLabel,Verbatim Label,Přesný štítek,,,Verbatim de l'étiquette,,,,,字面上標籤,"The content of this term should include no embellishments, prefixes, headers or other additions made to the text. Abbreviations must not be expanded and supposed misspellings must not be corrected. Lines or breakpoints between blocks of text that could be verified by seeing the original labels or images of them may be used. Examples of material entities include preserved specimens, fossil specimens, and material samples. Best practice is to use UTF-8 for all characters. Best practice is to add comment “verbatimLabel derived from human transcription” in dwc:occurrenceRemarks.","Obsah tohoto termínu by neměl obsahovat žádné ozdoby, předpony, záhlaví ani jiné doplňky textu. Zkratky se nesmí rozšiřovat a domnělé pravopisné chyby se nesmí opravovat. Mezi bloky textu mohou být použity čáry nebo zlomy, které by bylo možné ověřit nahlédnutím do původních popisků nebo jejich vyobrazení. Příklady materiálních entit zahrnují konzervované exempláře, fosilní exempláře a vzorky materiálu. Osvědčeným postupem je používat pro všechny znaky UTF-8. Osvědčeným postupem je přidat komentář ""verbatimLabel derived from human transcription"" v dwc:occurrenceRemarks.",,,"Le contenu de ce terme ne doit pas comporter de compléments, de préfixes, d'en-têtes ou d'autres ajouts au texte. Les abréviations ne doivent pas être développées et les fautes d'orthographe supposées ne doivent pas être corrigées. Il est possible d'utiliser des lignes ou des points d'arrêt entre les blocs de texte qui pourraient être confirmés en voyant les étiquettes originales ou des images de celles-ci. Les spécimens conservés, les spécimens fossiles et les échantillons matériels sont des exemples d'entités matérielles. Il est recommandé d'utiliser l'encodage UTF-8 pour tous les caractères. Il est recommandé d'ajouter le commentaire ""verbatimLabel derived from human transcription"" dans dwc:occurrenceRemarks.",,,,,,Examples can be found at https://dwc.tdwg.org/examples/verbatimLabel.,Příklady najdete na adrese https://dwc.tdwg.org/examples/verbatimLabel.,,,Des exemples peuvent être trouvés à l'adresse https://dwc.tdwg.org/examples/verbatimLabel.,,,,,,,,,,,,,,,
verbatimLatitude,Verbatim Latitude,Přesná zeměpisná šířka,,,Verbatim de la latitude,,,,,字面上記錄緯度,"The verbatim original latitude of the dcterms:Location. The coordinate ellipsoid, geodeticDatum, or full Spatial Reference System (SRS) for these coordinates should be stored in dwc:verbatimSRS and the coordinate system should be stored in dwc:verbatimCoordinateSystem.","Doslovná původní zeměpisná šířka dcterms:Location. Souřadnicový elipsoid, geodeticDatum nebo úplný prostorový referenční systém (SRS) pro tyto souřadnice by měl být uložen v dwc:verbatimSRS a souřadnicový systém by měl být uložen v dwc:verbatimCoordinateSystem.",,,"La latitude originale du dcterms:Location. L'ellipsoïde de coordonnées, le geodeticDatum ou le système de référence spatiale (SRS) complet pour ces coordonnées doit être enregistré dans dwc:verbatimSRS et le système de coordonnées doit être enregistré dans dwc:verbatimCoordinateSystem.",,,,,,,,,,,,,,,,,,,,,,,,,
verbatimLocality,Verbatim Locality,Přesná lokalita,,,Verbatim de la localité,,,,,字面上地區,The original textual description of the place.,Původní textový popis místa.,,,La description textuelle originale du lieu.,,,,,,,,,,,,,,,,,,,,,,,,,
verbatimLongitude,Verbatim Longitude,Přesná zeměpisná délka,,,Verbatim de la longitude,,,,,字面上記錄經度,"The verbatim original longitude of the dcterms:Location. The coordinate ellipsoid, geodeticDatum, or full Spatial Reference System (SRS) for these coordinates should be stored in dwc:verbatimSRS and the coordinate system should be stored in dwc:verbatimCoordinateSystem.","Doslovná původní zeměpisná délka dcterms:Location. Souřadnicový elipsoid, geodeticDatum nebo úplný prostorový referenční systém (SRS) pro tyto souřadnice by měl být uložen v dwc:verbatimSRS a souřadnicový systém by měl být uložen v dwc:verbatimCoordinateSystem.",,,"La longitude originale du dcterms:Location. L'ellipsoïde de coordonnées, le geodeticDatum ou le système de référence spatiale (SRS) complet pour ces coordonnées doit être enregistré dans dwc:verbatimSRS et le système de coordonnées doit être enregistré dans dwc:verbatimCoordinateSystem.",,,,,,,,,,,,,,,,,,,,,,,,,
verbatimSRS,Verbatim SRS,Přesný SRS,,,Verbatim du Système de Référence Spatiale,,,,,字面上空間參照系統,"The ellipsoid, geodetic datum, or spatial reference system (SRS) upon which coordinates given in dwc:verbatimLatitude and dwc:verbatimLongitude, or dwc:verbatimCoordinates are based.","Elipsoid, geodetický referenční bod nebo prostorový referenční systém (SRS), na kterém jsou založeny souřadnice uvedené v dwc:verbatimLatitude a dwc:verbatimLongitude nebo dwc:verbatimCoordinates.",,,"L'ellipsoïde, le système de référence géodésique ou le système de référence spatiale (SRS) sur lequel sont basées les coordonnées données dans dwc:verbatimLatitude et dwc:verbatimLongitude, ou dwc:verbatimCoordinates.",,,,,,"Recommended best practice is to use the EPSG code of the SRS, if known. Otherwise use a controlled vocabulary for the name or code of the geodetic datum, if known. Otherwise use a controlled vocabulary for the name or code of the ellipsoid, if known. If none of these is known, use the value `not recorded`. This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.","Doporučeným osvědčeným postupem je použít kód EPSG SRS, pokud je znám. V opačném případě použijte řízený slovník pro název nebo kód geodetického podkladu, pokud je znám. V opačném případě použijte řízený slovník pro název nebo kód elipsoidu, je-li znám. Není-li žádný z těchto údajů znám, použijte hodnotu `nezaznamenáno`. Tento termín má ekvivalent ve jmenném prostoru dwciri:, který umožňuje jako hodnotu pouze IRI, zatímco tento termín umožňuje jakoukoli textovou hodnotu řetězce.",,"Se recomienda usar el código EPSG del SRS, si se conoce. De lo contrario, utilice un vocabulario controlado para el nombre o código del datum geodésico, si se conoce. De lo contrario, utilice un vocabulario controlado para el nombre o código del elipsoide, si se conoce. Si no se conoce ninguno de estos, utilice el valor `no registrado`. Este término tiene un equivalente en el espacio de nombres dwciri: que solo permite un IRI como valor, mientras que este término permite cualquier valor literal de cadena.","La pratique optimale recommandée est d'utiliser le code EPSG du SRS, s'il est connu. Sinon, utilisez un vocabulaire contrôlé pour le nom ou le code du système de référence géodésique, s'il est connu. Sinon, utilisez un vocabulaire contrôlé pour le nom ou le code de l'ellipsoïde, s'il est connu. Si aucun de ces éléments n'est connu, utiliser la valeur `not recorded` (non documenté). Ce terme a un équivalent dans le dwciri: namespace qui n'autorise qu'un IRI comme valeur, alors que ce terme autorise n'importe quelle valeur sous forme de chaîne de caractères.",,,,,,,,,,,,,,,
verbatimTaxonRank,Verbatim Taxon Rank,Přesné zařazení taxonu,,,Verbatim du rang du taxon,,,,,字面上分類階層,The taxonomic rank of the most specific name in the dwc:scientificName as it appears in the original record.,"Taxonomické zařazení nejkonkrétnějšího jména v dwc:scientificName, jak je uvedeno v původním záznamu.",,,Le rang taxonomique du nom le moins inclusif composant le dwc:scientificName tel qu'il apparaît dans l'enregistrement original.,,,,,,,,,,,,,,,,,,,,,,,,,
vernacularName,Vernacular Name,Místní název,,,Nom vernaculaire,,,,,俗名,A common or vernacular name.,Obecný nebo místní název.,,,Un nom commun ou vernaculaire.,,,,,常見名稱或俗名。,,,,,,,,,,,,,,,,,,,,
verticalDatum,Vertical Datum,Vertikální georeferenční údaj,,,Référent altimétrique,,,,,垂直基準,The vertical datum used as the reference upon which the values in the elevation terms are based.,"Svislý referenční bod, který se používá jako referenční bod, na němž jsou založeny hodnoty v nadmořských výškách.",,,Le référentiel altimétrique utilisé comme référence sur laquelle sont basées les valeurs des termes d'élévation.,,,,,,"Recommended best practice is to use a controlled vocabulary. This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.","Doporučeným osvědčeným postupem je používat řízený slovník. Tento termín má ekvivalent ve jmenném prostoru dwciri:, který jako hodnotu umožňuje pouze IRI, zatímco tento termín umožňuje jakoukoli řetězcovou literální hodnotu.",,,"La pratique optimale recommandée est d'utiliser un vocabulaire contrôlé. Ce terme a un équivalent dans le dwciri: namespace qui n'autorise qu'un IRI comme valeur, alors que ce terme autorise n'importe quelle valeur sous forme de chaîne de caractères.",,,,,,,,,,,,,,,
vitality,Vitality,Vitalita,,,En vie,,,,,生命力,An indication of whether a dwc:Organism was alive or dead at the time of collection or observation.,"Údaj o tom, zda byl dwc:Organism v době sběru nebo pozorování živý nebo mrtvý.",,,Une indication sur le fait qu'un dwc:Organism était vivant ou mort au moment de la collecte ou de l'observation.,,,,,為顯示生物體是否活著的指標欄位。,"Recommended best practice is to use a controlled vocabulary. Intended to be used with records having a dwc:basisOfRecord of `PreservedSpecimen`, `MaterialEntity`, `MaterialSample`, or `HumanObservation`. This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.","Doporučeným osvědčeným postupem je používat řízený slovník. Určeno k použití se záznamy, které mají dwc:basisOfRecord `PreservedSpecimen`, `MaterialEntity`, `MaterialSample` nebo `HumanObservation`. Tento termín má ekvivalent ve jmenném prostoru dwciri:, který jako hodnotu umožňuje pouze IRI, zatímco tento termín umožňuje jakoukoli řetězcovou literální hodnotu.",,"La práctica recomendada es usar un vocabulario controlado. Tiene como objetivo ser utilizado con registros que tengan `PreservedSpecimen`, `MaterialEntity`, `MaterialSample`, o `HumanObservation` en el dwc:basisOfRecord. Este elemento tiene un equivalente en el dwciri:namespace que permite solamente un IRI como valor, mientras que este elemento permite cualquier cadena de texto libre.","La pratique optimale recommandée est d'utiliser un vocabulaire contrôlé. Ce terme est supposé être utilisé avec des enregistrements ayant une valeur de dwc:basisOfRecord correspondant à `PreservedSpecimen`, `MaterialEntity`, `MaterialSample`, ou `HumanObservation`. Ce terme a un équivalent dans le dwciri: namespace qui n'autorise qu'un IRI comme valeur, alors que ce terme autorise n'importe quelle valeur sous forme de chaîne de caractères.",,,,,建議使用控制詞彙。,,,,,,,,,,
